1,4.694388889
2,4.619777778
3,4.504388889
4,4.379388889
5,4.594333333
6,4.850222222
7,4.839111111
8,4.573611111
9,4.787333333
10,4.919222222
11,4.754944444
12,4.378555556
13,3.112222222
14,4.069111111
15,3.488166667
16,2.581444444
17,2.728666667
18,5.022055556
19,4.3445
20,4.342444444
21,1.448722222
22,1.3485
23,1.307444444
24,1.342611111
25,1.448111111
26,1.948444444
27,1.407777778
28,1.444611111
29,2.149944444
30,1.675222222
31,1.428611111
32,1.813888889
33,1.8825
34,1.717833333
35,2.052055556
36,1.671388889
37,1.389
38,1.603666667
39,1.683055556
40,1.618777778
41,1.860277778
42,1.671833333
43,1.468611111
44,1.736277778
45,1.996444444
46,1.2775
47,1.452111111
48,1.007959184
49,1.037959184
50,1.127469388
51,1.052530612
52,1.602333333
53,1.057918367
54,1.28555102
55,1.362222222
56,1.157510204
57,1.194897959
58,1.078285714
59,1.143469388
60,1.251166667
61,1.068571429
62,1.537888889
63,1.589333333
64,1.064571429
65,1.448666667
66,1.5745
67,1.527611111
68,1.214555556
69,1.010857143
70,1.430222222
71,1.422333333
72,1.450555556
73,1.594111111
74,1.751
75,1.100277778
76,1.119265306
77,1.102571429
78,1.190857143
79,1.394277778
80,0.962693878
81,1.838111111
82,1.780944444
83,1.806166667
84,1.690777778
85,2.747
86,1.829944444
87,1.653111111
88,1.552833333
89,1.594277778
90,1.514944444
91,1.703833333
92,1.656
93,2.387055556
94,1.727166667
95,1.572555556
96,1.569055556
97,1.815555556
98,1.820777778
99,1.630388889
100,2.133888889
101,1.975555556
102,1.793666667
103,1.970444444
104,1.652777778
105,1.689666667
106,1.534944444
107,1.438277778
108,1.271722222
109,1.413888889
110,1.413277778
111,1.370388889
112,1.511555556
113,1.494833333
114,1.307333333
115,1.440333333
116,1.461
117,1.396888889
118,1.460166667
119,1.270055556
120,1.427
121,1.506777778
122,1.369055556
123,1.301055556
124,1.495
125,1.492333333
126,1.409277778
127,1.680944444
128,1.719277778
129,1.564777778
130,1.730277778
131,1.547944444
132,1.553944444
133,1.566666667
134,1.697555556
135,1.613166667
136,1.884666667
137,1.715555556
138,1.35
139,1.494
140,1.559444444
141,1.519333333
142,1.964111111
143,1.512555556
144,1.542944444
145,1.776111111
146,1.615611111
147,1.620166667
148,1.7625
149,1.538722222
150,1.598111111
151,1.755555556
152,1.282444444
153,1.630388889
154,1.630333333
155,1.216722222
156,1.638777778
157,1.578111111
158,1.735333333
159,1.6075
160,1.677833333
161,1.403944444
162,1.675666667
163,1.592222222
164,1.662277778
165,1.234722222
166,1.587333333
167,1.687722222
168,1.279777778
169,1.637777778
170,1.519722222
171,1.845333333
172,1.746388889
173,1.652166667
174,1.626111111
175,1.412611111
176,0.954285714
177,1.123387755
178,1.017387755
179,0.993714286
180,1.117591837
181,0.94077551
182,1.017020408
183,1.034285714
184,1.08844898
185,0.979306122
186,1.086326531
187,0.930530612
188,0.950326531
189,0.893183673
190,0.974571429
191,0.989061224
192,1.082367347
193,1.006695652
194,1.103959184
195,1.13122449
196,0.934
197,1.026040816
198,0.912285714
199,0.926326531
200,0.969142857
201,1.106040816
202,1.076816327
203,1.043918367
204,0.972816327
205,1.089795918
206,1.080571429
207,0.962122449
208,1.11077551
209,0.986816327
210,0.995020408
211,1.097591837
212,0.948612245
213,0.960081633
214,0.990612245
215,1.107714286
216,1.163510204
217,0.977795918
218,0.98522449
219,1.121877551
220,0.973632653
221,1.104979592
222,0.965591837
223,1.116285714
224,0.924938776
225,0.976326531
226,1.08355102
227,1.01277551
228,1.03444898
229,0.914938776
230,1.13044898
231,0.957673469
232,0.942653061
233,0.993346939
234,0.925265306
235,0.951102041
236,1.006204082
237,0.982204082
238,1.03844898
239,1.010857143
240,0.842530612
241,0.952857143
242,1.060979592
243,1.154081633
244,1.080051282
245,1.096244898
246,1.043469388
247,1.066408163
248,1.067918367
249,1.072612245
250,1.02755102
251,1.087755102
252,1.056122449
253,1.049959184
254,1.051591837
255,1.110923077
256,1.100530612
257,1.055755102
258,1.238
259,1.251510204
260,1.136938776
261,1.086734694
262,1.357102041
263,1.124653061
264,1.157632653
265,1.277836735
266,1.123632653
267,1.261714286
268,1.208081633
269,1.069632653
270,1.13355102
271,1.252612245
272,1.168204082
273,1.071836735
274,1.123183673
275,1.128653061
276,1.011061224
277,0.989755102
278,1.09155102
279,1.009306122
280,1.078081633
281,0.981020408
282,1.081346939
283,1.163469388
284,1.200204082
285,1.110122449
286,1.385333333
287,1.071959184
288,1.029632653
289,1.060040816
290,1.052326531
291,1.066816327
292,1.087673469
293,1.126734694
294,1.057959184
295,1.14155102
296,1.024244898
297,1.086857143
298,1.056285714
299,1.12122449
300,1.138571429
301,1.087142857
302,1.05844898
303,1.245918367
304,1.226612245
305,1.091591837
306,1.096612245
307,0.966285714
308,0.860897959
309,1.088408163
310,0.981673469
311,1.036204082
312,1.146816327
313,1.197469388
314,1.138857143
315,1.23355102
316,1.310408163
317,1.272081633
318,1.153102041
319,1.208
320,1.102040816
321,1.103510204
322,1.256693878
323,1.303755102
324,1.211591837
325,1.176816327
326,1.128244898
327,1.189755102
328,1.112489796
329,1.178204082
330,1.107755102
331,1.193020408
332,0.894408163
333,0.956285714
334,1.011877551
335,0.950734694
336,0.996408163
337,0.894204082
338,0.984040816
339,1.015836735
340,0.93355102
341,0.953877551
342,0.955346939
343,0.906204082
344,1.044244898
345,0.909265306
346,0.960530612
347,0.927918367
348,0.88322449
349,1.043265306
350,0.934040816
351,0.989306122
352,0.951428571
353,0.991428571
354,0.878285714
355,0.903102041
356,0.959632653
357,0.93677551
358,0.953102041
359,0.924571429
360,0.919632653
361,0.833346939
362,0.924653061
363,1.005836735
364,0.89844898
365,0.941795918
366,0.996693878
367,0.84677551
368,0.888
369,0.939591837
370,1.012897959
371,0.905918367
372,0.929836735
373,0.94877551
374,0.977632653
375,0.935469388
376,0.848938776
377,0.999959184
378,0.720478261
379,0.726816327
380,0.765265306
381,0.786530612
382,0.761918367
383,0.755877551
384,0.910489796
385,0.823510204
386,0.861387755
387,0.889836735
388,0.952122449
389,0.88244898
390,0.939836735
391,0.823959184
392,0.879510204
393,0.918285714
394,0.958938776
395,0.934571429
396,0.904
397,0.906571429
398,0.884653061
399,0.914938776
400,0.913020408
401,0.955918367
402,0.933918367
403,0.923346939
404,0.937142857
405,0.938
406,0.957142857
407,0.919428571
408,0.922938776
409,0.882040816
410,0.912285714
411,0.957469388
412,0.899346939
413,0.897913043
414,0.995117647
415,0.889142857
416,0.866979592
417,0.828040816
418,0.860489796
419,0.838653061
420,0.805836735
421,0.831918367
422,0.836326531
423,0.725346939
424,0.857387755
425,0.860163265
426,0.805755102
427,0.808612245
428,0.792367347
429,0.78755102
430,0.824897959
431,0.767510204
432,0.802081633
433,0.86844898
434,0.794285714
435,0.870816327
436,0.744734694
437,0.772734694
438,0.841918367
439,0.776612245
440,0.816653061
441,0.836326531
442,0.622
443,0.713836735
444,0.686285714
445,0.653102041
446,0.541714286
447,0.565836735
448,0.630163265
449,0.600367347
450,0.657918367
451,0.55522449
452,0.637346939
453,0.638489796
454,0.719959184
455,0.72077551
456,0.736734694
457,0.798571429
458,0.691877551
459,0.856857143
460,0.784367347
461,0.793183673
462,0.789510204
463,0.840489796
464,0.877632653
465,0.927918367
466,0.84355102
467,0.958571429
468,0.990367347
469,0.891061224
470,0.869510204
471,0.897918367
472,0.94244898
473,0.852
474,0.92322449
475,0.963632653
476,1.001918367
477,0.875102041
478,0.95322449
479,1.135755102
480,0.905061224
481,0.916816327
482,0.927795918
483,0.889877551
484,0.914285714
485,0.881836735
486,0.900122449
487,0.899346939
488,0.967020408
489,0.907387755
490,0.89677551
491,0.868857143
492,0.856857143
493,0.893918367
494,0.905959184
495,0.940489796
496,0.681959184
497,0.874326531
498,0.667714286
499,0.688285714
500,0.793387755
501,0.836979592
502,0.636897959
503,0.851877551
504,0.591469388
505,0.804653061
506,0.87444898
507,0.836693878
508,0.903632653
509,0.661265306
510,0.822
511,0.671183673
512,0.885061224
513,1.01555102
514,0.895755102
515,0.931795918
516,0.863877551
517,0.949673469
518,1.036979592
519,1.053510204
520,1.027102041
521,1.060040816
522,1.025469388
523,1.06122449
524,0.975469388
525,0.864938776
526,0.980489796
527,0.972244898
528,0.883673469
529,0.705102041
530,0.835632653
531,0.741959184
532,0.761061224
533,0.665142857
534,0.937714286
535,0.914693878
536,0.85244898
537,0.750408163
538,0.861918367
539,0.659795918
540,0.677836735
541,0.637265306
542,0.732734694
543,0.831714286
544,0.957020408
545,0.611918367
546,0.914612245
547,0.82044898
548,0.722326531
549,0.693217391
550,0.742244898
551,0.704571429
552,0.765795918
553,0.909142857
554,0.705755102
555,0.71877551
556,0.725061224
557,0.698186047
558,0.952367347
559,0.951673469
560,0.914571429
561,0.581959184
562,0.813755102
563,0.915346939
564,0.570040816
565,0.622244898
566,0.928367347
567,0.668367347
568,0.742734694
569,0.92877551
570,0.898816327
571,0.673020408
572,0.572857143
573,0.701183673
574,0.698
575,0.782612245
576,0.703591837
577,0.821469388
578,0.580734694
579,0.942489796
580,0.711591837
581,0.633469388
582,0.798244898
583,0.708816327
584,0.544
585,0.702653061
586,0.604326531
587,0.780734694
588,0.714816327
589,0.723142857
590,0.83922449
591,0.618530612
592,0.725020408
593,0.633510204
594,0.689020408
595,0.887510204
596,0.746530612
597,0.947387755
598,0.751346939
599,0.775877551
600,0.870285714
601,0.70122449
602,0.783061224
603,0.735632653
604,0.810040816
605,0.957183673
606,0.871673469
607,1.065510204
608,0.886285714
609,0.718122449
610,0.875469388
611,0.963387755
612,0.932163265
613,0.815795918
614,0.94755102
615,0.983918367
616,0.841469388
617,0.74027907
618,0.678511628
619,0.847632653
620,0.736204082
621,0.725644444
622,0.704790698
623,0.68926087
624,0.588972973
625,0.486810811
626,0.688046512
627,0.713767442
